id_str,from_user,text,created_at,time,user_location
"1,32071292823703E+018",NRossatto,"RT @IvanMarcos26: A pessoa que faz essa nojeira é a mesma que vem nas redes sociais encher o saco, por causa do aquecimento global, buraco na camada de ozônio, queimadas... mas não sabe limpar a própria sujeira. https://t.co/hK2GZaTQbI",Mon Oct 26 13:04:34 +0000 2020,26/10/2020 13:04:34, Brasil
"1,32071200031442E+018",ashjohnsxn,acordei desesperada pq sonhei que o aquecimento global matava todo mundo. bom dia.,Mon Oct 26 13:00:53 +0000 2020,26/10/2020 13:00:53,stars hollow
"1,32071032529823E+018",lunnamoreira,"Plantar árvore é o suficiente para combater o aquecimento global? (UOL)
https://t.co/4n3gNm0S25",Mon Oct 26 12:54:13 +0000 2020,26/10/2020 12:54:13,MG Brasil
"1,32070941244152E+018",jornalistavitor,Como o aquecimento global levou a uma corrida de arqueólogos por tesouros antes congelados https://t.co/LfePU65bb0 #R7 via @portalr7,Mon Oct 26 12:50:36 +0000 2020,26/10/2020 12:50:36,Brasil
"1,32070711363152E+018",18CLRSSGSM,estudar pra que se daqui a 7 anos o aquecimento global mata o mundo,Mon Oct 26 12:41:28 +0000 2020,26/10/2020 12:41:28,default
"1,32070594641968E+018",CARLOSANTONINI7,"@Rconstantino Bom dia...!! Vdd, o Trump junto com nosso messias, é uma dupla implacável... Nao ha gripe, não ha aquecimento global, Brasil nao terá mais corrupção pq nao tem Lavajato... Ninguém vai saber..kkkk. Superaram Dilma nas falas e comportamento... kkk",Mon Oct 26 12:36:49 +0000 2020,26/10/2020 12:36:49,default
"1,32070489749552E+018",juramireskruger,"primavera SUAVE no recife: sensação de que às 4am o sol já nasceu com toda fúria, casa tomada por muriçocas 24/7 e ventilador ligado nas perninhas o dia todo. verão só começa daqui a 2 meses, mas TÁ DE BOAS. aquecimento global nem existe.",Mon Oct 26 12:32:39 +0000 2020,26/10/2020 12:32:39,asteróide b-612
"1,32070418474908E+018",cryinonvacation,"@julliabean a forma como vc diz é mt extremista mas assim

sla né ia só ser mais fácil n ter gnt né ai ngm come ngm só o mundo girando sem aquecimento global",Mon Oct 26 12:29:49 +0000 2020,26/10/2020 12:29:49,ela/dela 
"1,32070144404823E+018",carlosom71,"""Cabo Crackpot"" é o istmo que separa o mares conhecidos daqueles onde as águas têm memória, não se expandem em resposta ao aquecimento global e matam vírus e bactérias.",Mon Oct 26 12:18:56 +0000 2020,26/10/2020 12:18:56,"iPhone: -23.518131,-46.637756"
"1,32070139902659E+018",BrecaBores,"RT @oatila: Fica a lição, eleger líderes que partidarizam ciência ambiental, do aquecimento global, de reprodução, evolução, etc. é pedir pra partidarizarem a ciência que cuida da sua saúde também. E jogarem sua saúde no lixo em favor da retórica.",Mon Oct 26 12:18:45 +0000 2020,26/10/2020 12:18:45,Brazil
"1,32070028819032E+018",atiagomiranda,Posso usar o derretimento do @celsorussomanno nas pesquisas como um efeito colateral do aquecimento global?,Mon Oct 26 12:14:20 +0000 2020,26/10/2020 12:14:20,"São Paulo, Brasil"
"1,32069981946004E+018",JessicaLobato25,"Aquecimento global é uma merda, por esse e outros motivos que eu amo os veganos e os ativistas",Mon Oct 26 12:12:29 +0000 2020,26/10/2020 12:12:29,default
"1,32069900313947E+018",skyline_luc,Minha narrativa para a foto: Futuro alternativo no qual a terra passa por um esfriamento global ao invés de aquecimento. https://t.co/ooHGbe4NHs,Mon Oct 26 12:09:14 +0000 2020,26/10/2020 12:09:14,"Brasília, Brasil"
"1,32069670840213E+018",usasakichan,"RT @oatila: Fica a lição, eleger líderes que partidarizam ciência ambiental, do aquecimento global, de reprodução, evolução, etc. é pedir pra partidarizarem a ciência que cuida da sua saúde também. E jogarem sua saúde no lixo em favor da retórica.",Mon Oct 26 12:00:07 +0000 2020,26/10/2020 12:00:07,default
"1,32069593100888E+018",Elcy48639336,"RT @IvanMarcos26: A pessoa que faz essa nojeira é a mesma que vem nas redes sociais encher o saco, por causa do aquecimento global, buraco na camada de ozônio, queimadas... mas não sabe limpar a própria sujeira. https://t.co/hK2GZaTQbI",Mon Oct 26 11:57:01 +0000 2020,26/10/2020 11:57:01,EUA
"1,32069539597932E+018",leonardo_s_oli,"Bom dia
Mas só pra quem sabe que a culpa do Aquecimento Global é do jogo posicional do Flamengo",Mon Oct 26 11:54:54 +0000 2020,26/10/2020 11:54:54,"Brasil, Uberlândia"
"1,3206947998219E+018",JuliAgrelli,"Pérolas da minha escola: 
A professora de geografia do fundamental diz que o aquecimento global é mito, enquanto o professor de geografia do colegial acredita em um liberalismo igualitário",Mon Oct 26 11:52:32 +0000 2020,26/10/2020 11:52:32,Hell Preto
"1,32069460581855E+018",julporto12,pq a gente tá vendo um vídeo sobre aquecimento global??,Mon Oct 26 11:51:46 +0000 2020,26/10/2020 11:51:46,default
"1,32069257604806E+018",ComedorManga,"@musadosmeme aquecimento global é igual a sua familia, não existe",Mon Oct 26 11:43:42 +0000 2020,26/10/2020 11:43:42,"casa da tua mãe, perdeu otário"
"1,32068556783161E+018",ravenxlwt,"caras, esses adolescentes do tik tok não conhecem o tal do ? contexto histórico ???? porra, as informação não era fácil como é hoje, eram anos diferentes... as pessoas, um exemplo é a minha avó, o meu avô e a minha mãe, ao menos sabiam o que era aquecimento global até 2010 + https://t.co/VPmpd5tNaa",Mon Oct 26 11:15:51 +0000 2020,26/10/2020 11:15:51,puxadinho da trizz
"1,32068320018475E+018",Diegossilva07,"RT @IvanMarcos26: A pessoa que faz essa nojeira é a mesma que vem nas redes sociais encher o saco, por causa do aquecimento global, buraco na camada de ozônio, queimadas... mas não sabe limpar a própria sujeira. https://t.co/hK2GZaTQbI",Mon Oct 26 11:06:26 +0000 2020,26/10/2020 11:06:26,default
"1,32068298056686E+018",LuizOMachado,"RT @IvanMarcos26: A pessoa que faz essa nojeira é a mesma que vem nas redes sociais encher o saco, por causa do aquecimento global, buraco na camada de ozônio, queimadas... mas não sabe limpar a própria sujeira. https://t.co/hK2GZaTQbI",Mon Oct 26 11:05:34 +0000 2020,26/10/2020 11:05:34,Sao Paulo - SP - Brazil
"1,3206788811296E+018",captbearddock,RT @NielsonPimentel: @irymna @thiagoromariz Já consigo sentir o aquecimento global diminuindo.,Mon Oct 26 10:49:16 +0000 2020,26/10/2020 10:49:16,Brasil
"1,32067852990283E+018",naxuuh_freitasz,"@arrobadaday Sim sim, mas porra, tá tudo na merda, acho q vai continuar assim, isso (tirando o COVID), eh culpa do SER HUMANO, se a gnt nao fosse tão irresponsável, nada disso estaria acontecendo, aquecimento global, vulcões, e uns BGLH doido lá, eh tudo culpa nossa, e de Deus, mas ne, porra",Mon Oct 26 10:47:53 +0000 2020,26/10/2020 10:47:53,Vila oculta da folha
"1,32067679730292E+018",AderGotardo,"Com o aquecimento global, os insetos tentem a ficar maiores. Os americanos têm uma nova fobia, a das vespas ""assassinas"". https://t.co/PqdoLASM2q",Mon Oct 26 10:41:00 +0000 2020,26/10/2020 10:41:00,São Paulo/SP
"1,32067503767488E+018",chaveclips,"RT @filosofia_torta: Se a terra fosse plana o aquecimento global se chamaria "" a chapa está esquentando ""? https://t.co/Ae9jU8wuiO",Mon Oct 26 10:34:00 +0000 2020,26/10/2020 10:34:00,"Itapeva, Brasil"
"1,32067293108575E+018",graeff_flavia,"@Ed61897233 @OrlandoSena12 @MarceloFreixo Esses ambientalistas malucos que não conhece o significado do desenvolvimento sustentavel é isso aí!  O Brasil não consegue nem cuida de problemas ambientais da cidade, como saneamento básico e lixões e quer se preocupar com o aquecimento global.",Mon Oct 26 10:25:38 +0000 2020,26/10/2020 10:25:38,default
"1,32067268557213E+018",HerosMoraes,"RT @betox13: Desigualdade em níveis recordes, aquecimento global e degradação ambiental sem precedentes, crise econômica e o prêmio vai p/pesquisa de como tornar os leilões de mercadorias, terras e terrenos e de bens e serviços públicos mais eficientes. #TudoERRADO!
https://t.co/c3DGYl7Gyy",Mon Oct 26 10:24:39 +0000 2020,26/10/2020 10:24:39,"Florianópolis, Brasil"
"1,32067102034121E+018",betox13,"Desigualdade em níveis recordes, aquecimento global e degradação ambiental sem precedentes, crise econômica e o prêmio vai p/pesquisa de como tornar os leilões de mercadorias, terras e terrenos e de bens e serviços públicos mais eficientes. #TudoERRADO!
https://t.co/c3DGYl7Gyy",Mon Oct 26 10:18:02 +0000 2020,26/10/2020 10:18:02,SP/RS/ Brasil
"1,32066870533702E+018",leocisneiros,"E se você quiser pensar ""danem-se as focas"" é bom se lembrar que o degelo total do Ártico dispara um ciclo de feedback no aquecimento global: a luz do sol deixa de ser refletida pelo gelo e é absorvida pela água do mar que se esquenta mais e derrete mais o gelo e assim por diante https://t.co/4IUu33xm0i",Mon Oct 26 10:08:50 +0000 2020,26/10/2020 10:08:50,Resyphillis
"1,32066297766259E+018",CarlosF18122223,"RT @filosofia_torta: Se a terra fosse plana o aquecimento global se chamaria "" a chapa está esquentando ""? https://t.co/Ae9jU8wuiO",Mon Oct 26 09:46:05 +0000 2020,26/10/2020 09:46:05,default
"1,32065983097829E+018",ladybirfd,"ISSO DAQUI É A CURA DO AQUECIMENTO GLOBAL
https://t.co/hm60Y01vxp",Mon Oct 26 09:33:35 +0000 2020,26/10/2020 09:33:35,sp
"1,32065863082433E+018",TiaoCarvalho18,"RT @IvanMarcos26: A pessoa que faz essa nojeira é a mesma que vem nas redes sociais encher o saco, por causa do aquecimento global, buraco na camada de ozônio, queimadas... mas não sabe limpar a própria sujeira. https://t.co/hK2GZaTQbI",Mon Oct 26 09:28:48 +0000 2020,26/10/2020 09:28:48,Bragança Paulista
"1,32065609984714E+018",FafaLima18,"RT @IvanMarcos26: A pessoa que faz essa nojeira é a mesma que vem nas redes sociais encher o saco, por causa do aquecimento global, buraco na camada de ozônio, queimadas... mas não sabe limpar a própria sujeira. https://t.co/hK2GZaTQbI",Mon Oct 26 09:18:45 +0000 2020,26/10/2020 09:18:45,default
"1,32065457826687E+018",casacombr,Aquecimento global é tema de performance de design https://t.co/fT81SBtpnW,Mon Oct 26 09:12:42 +0000 2020,26/10/2020 09:12:42,Brasil
"1,32065451030238E+018",janesmaciel1,"RT @IvanMarcos26: A pessoa que faz essa nojeira é a mesma que vem nas redes sociais encher o saco, por causa do aquecimento global, buraco na camada de ozônio, queimadas... mas não sabe limpar a própria sujeira. https://t.co/hK2GZaTQbI",Mon Oct 26 09:12:26 +0000 2020,26/10/2020 09:12:26,default
"1,32064480100448E+018",vicenteMenezes6,"RT @IvanMarcos26: A pessoa que faz essa nojeira é a mesma que vem nas redes sociais encher o saco, por causa do aquecimento global, buraco na camada de ozônio, queimadas... mas não sabe limpar a própria sujeira. https://t.co/hK2GZaTQbI",Mon Oct 26 08:33:51 +0000 2020,26/10/2020 08:33:51,default
"1,32063814883841E+018",IvyThay,"RT @MidiaNINJA: As consequências do aquecimento global já são perseptíveis, mas por essa não se esperava. Nos últimos 75 anos, girassóis alteraram sua pigmentação por causa do aumento da temperatura e das variações na camada de ozônio para se proteger dos raios solares: https://t.co/DVcH0lsUF6 https://t.co/tzqdOxNuq6",Mon Oct 26 08:07:25 +0000 2020,26/10/2020 08:07:25,default
"1,32062486073808E+018",ventopereira,eh o aquecimento global,Mon Oct 26 07:14:37 +0000 2020,26/10/2020 07:14:37,"maceió, alagoas, brasil"
"1,32061688742485E+018",arcticniick,"@pedroorrocha mano SIM JDHDJDHDNDHDJD se a terra fosse plana não era aquecimento global né, era a chapa tá quente",Mon Oct 26 06:42:56 +0000 2020,26/10/2020 06:42:56,@msqtlol
"1,32060979821644E+018",satapeixes,RT @dahakak: 3 anos sem beijar na boca e o cara vem me falar de aquecimento global,Mon Oct 26 06:14:46 +0000 2020,26/10/2020 06:14:46,default
"1,32060906208253E+018",BrisaBot,"RT @de_bolsomimion: 2?0? As ações criminosas dos desmatadores devem ser encorajadas
2?1? O aquecimento global é uma invenção marxista
2?2? Universidades públicas escondem plantações extensivas de maconha e produzem drogas sintéticas
2?3? Faculdades de humanas não trazem retorno imediato à sociedade",Mon Oct 26 06:11:50 +0000 2020,26/10/2020 06:11:50,default
"1,32060885429232E+018",de_bolsomimion,"2?0? As ações criminosas dos desmatadores devem ser encorajadas
2?1? O aquecimento global é uma invenção marxista
2?2? Universidades públicas escondem plantações extensivas de maconha e produzem drogas sintéticas
2?3? Faculdades de humanas não trazem retorno imediato à sociedade",Mon Oct 26 06:11:01 +0000 2020,26/10/2020 06:11:01,default
"1,32060431946559E+018",brunasofistinha,Aquecimento global sem fim https://t.co/L8DD4igvhU,Mon Oct 26 05:53:00 +0000 2020,26/10/2020 05:53:00,Cu
"1,32060026658931E+018",PrevisoesdoRafa,"Assuntos que serão debatidos apartir do 4°

1. Fim da humanidade ?
2. Alienígenas?
3. Demônios?
4. Vida em outros planetas
5.Aquecimento global 
6. seres místicos
7 Shifting
8. Reencarnação
9.multiversos",Mon Oct 26 05:36:53 +0000 2020,26/10/2020 05:36:53,"Vitória, Brasil"
"1,32059859257544E+018",dahakak,3 anos sem beijar na boca e o cara vem me falar de aquecimento global,Mon Oct 26 05:30:14 +0000 2020,26/10/2020 05:30:14,"Brasília, Brazil"
"1,32059819219559E+018",francyabarros,RT @musadosmeme: se declarem logo pra pessoa que vcs gosta o aquecimento global vai matar todo mundo em breve,Mon Oct 26 05:28:39 +0000 2020,26/10/2020 05:28:39,"Dourados, Brasil"
"1,32059510410994E+018",docinho_azedo34,"É aquecimento global
Cada dia um animal morre sem necessidade, morre pra virar uma bolsa, bota, roupa.... 
Cada dia é um lugar novo q pega fogo e ngm dá a mínima.
Cada dia alguém é morto injustamente.
Cada dia alguém tira sua vida por não aguentar mais esse mundo.
+",Mon Oct 26 05:16:22 +0000 2020,26/10/2020 05:16:22,default
"1,32058946769093E+018",BetersonJonas,se a terra é plana pq se fala aquecimento global e nao a chapa ta esquetando @xandaogod  @PescocoFino  QUEOTA? @LUCAS1,Mon Oct 26 04:53:59 +0000 2020,26/10/2020 04:53:59,default
"1,32058787021893E+018",ede_ebe,"RT @allflourishing: depois de sexta a cura do covid vai aparecer, a poluição vai sumir, o aquecimento global vai parar, os rios vao limpar, vem ariana grande curar onde dói",Mon Oct 26 04:47:38 +0000 2020,26/10/2020 04:47:38,default
"1,32058513546981E+018",jaomrls17,"Aquecimento global agora entrega ciclones no Braisl em regiões sul, sudeste e Bahia. ????????????????????????????",Mon Oct 26 04:36:46 +0000 2020,26/10/2020 04:36:46,"Curitiba, Brasil"
"1,32058502937488E+018",azuadolpss,"RT @filosofia_torta: Se a terra fosse plana o aquecimento global se chamaria "" a chapa está esquentando ""? https://t.co/Ae9jU8wuiO",Mon Oct 26 04:36:20 +0000 2020,26/10/2020 04:36:20,"Salvador, Brasil"
"1,32058267706667E+018",amltoddy,"RT @filosofia_torta: Se a terra fosse plana o aquecimento global se chamaria "" a chapa está esquentando ""? https://t.co/Ae9jU8wuiO",Mon Oct 26 04:27:00 +0000 2020,26/10/2020 04:27:00,multiverse ?
"1,32058155980891E+018",deliriosfisicos,Respirar debaixo d'água: Você não pode ir muito fundo por conta da pressão. Ser um excelente nadador seria importante para que você conseguisse tirar oxigênio o suficiente da água (Isso ta ficando cada vez mais difícil por conta do aquecimento global),Mon Oct 26 04:22:33 +0000 2020,26/10/2020 04:22:33,default
"1,32057820565753E+018",seIqna,aquecimento global na vulva,Mon Oct 26 04:09:14 +0000 2020,26/10/2020 04:09:14,????
"1,3205780224671E+018",hamsterspunk,@Khalifvcx no Canadá não existe aquecimento global,Mon Oct 26 04:08:30 +0000 2020,26/10/2020 04:08:30,eu so o ferris bueller
"1,32057688873834E+018",maxadojrflp,"RT @IvanMarcos26: A pessoa que faz essa nojeira é a mesma que vem nas redes sociais encher o saco, por causa do aquecimento global, buraco na camada de ozônio, queimadas... mas não sabe limpar a própria sujeira. https://t.co/hK2GZaTQbI",Mon Oct 26 04:04:00 +0000 2020,26/10/2020 04:04:00,São Luís Maranhão 
"1,32057483266953E+018",allflourishing,"depois de sexta a cura do covid vai aparecer, a poluição vai sumir, o aquecimento global vai parar, os rios vao limpar, vem ariana grande curar onde dói",Mon Oct 26 03:55:49 +0000 2020,26/10/2020 03:55:49,"Santa Maria, Brasil"
"1,32057319879516E+018",ilhoonct,todo dia eu militando sobre aquecimento global na redaçao e nao levantando a bunda do meu quarto pra mudar isso,Mon Oct 26 03:49:20 +0000 2020,26/10/2020 03:49:20,?
"1,32057226779817E+018",cyberpyink,RT @cyberpyink: se a terra eh plana entao pq falamos aquecimento global ao invés de a chapa ta esquentando.,Mon Oct 26 03:45:38 +0000 2020,26/10/2020 03:45:38,?????
"1,32057204173771E+018",wonbbyx,"q o aquecimento global e o estupro acabassem, e q as pessoas tivessem saude https://t.co/WR5J70UNRN",Mon Oct 26 03:44:44 +0000 2020,26/10/2020 03:44:44,                         mx  ?
"1,32057194647665E+018",jottissimo,@Manu_amc antes do aquecimento global matar ele humilha,Mon Oct 26 03:44:21 +0000 2020,26/10/2020 03:44:21,"Minas Gerais, Brasil"
"1,3205715315594E+018",dudachu,"sua opinião sobre aquecimento global? — porra, tá foda vei https://t.co/9vbCv7iz2Z",Mon Oct 26 03:42:42 +0000 2020,26/10/2020 03:42:42,"Recife, Brasil"
"1,32056753729426E+018",ppsuihany,"RT @filosofia_torta: Se a terra fosse plana o aquecimento global se chamaria "" a chapa está esquentando ""? https://t.co/Ae9jU8wuiO",Mon Oct 26 03:26:50 +0000 2020,26/10/2020 03:26:50,default
"1,32056463517985E+018",NathanaelRolim,"@maulebros Powerpoint 

Negacionistas do aquecimento global e anti-vaxxers dirão que é papo reto",Mon Oct 26 03:15:18 +0000 2020,26/10/2020 03:15:18,"São Paulo, Brasil"
"1,32056380791212E+018",PauloForgeron,@thiagochareti Se a terra é plana pq o aquecimento é GLOBAL?,Mon Oct 26 03:12:01 +0000 2020,26/10/2020 03:12:01,default
"1,32056378801014E+018",liamfvs,@lettershidalgo @ljmcuban todo mundo morreu pelo aquecimento global,Mon Oct 26 03:11:56 +0000 2020,26/10/2020 03:11:56,default
"1,32056225962673E+018",cyruscomics,"RT @rinasawayamabr: “O aquecimento global causado por uma vida de excessos (XS), destrói a terra por completa. Causando uma cadeia de eventos catastróficos que aterram em danos irreversíveis à ecosfera. O mundo se dissolve ao caos à medida que continentes inteiros são submersos ao nível do mar”. https://t.co/7RYd86duwX",Mon Oct 26 03:05:52 +0000 2020,26/10/2020 03:05:52,"São Paulo, Brasil      she/her"
"1,32056029086235E+018",helpriodjaneiro,"RT @IvanMarcos26: A pessoa que faz essa nojeira é a mesma que vem nas redes sociais encher o saco, por causa do aquecimento global, buraco na camada de ozônio, queimadas... mas não sabe limpar a própria sujeira. https://t.co/hK2GZaTQbI",Mon Oct 26 02:58:02 +0000 2020,26/10/2020 02:58:02,"Rio de Janeiro, Brasil"
"1,32055836241772E+018",JROLIVE90987047,"RT @IvanMarcos26: A pessoa que faz essa nojeira é a mesma que vem nas redes sociais encher o saco, por causa do aquecimento global, buraco na camada de ozônio, queimadas... mas não sabe limpar a própria sujeira. https://t.co/hK2GZaTQbI",Mon Oct 26 02:50:23 +0000 2020,26/10/2020 02:50:23,"São Paulo, Brasil"
"1,32055381705481E+018",phenosbr,"RT @IvanMarcos26: A pessoa que faz essa nojeira é a mesma que vem nas redes sociais encher o saco, por causa do aquecimento global, buraco na camada de ozônio, queimadas... mas não sabe limpar a própria sujeira. https://t.co/hK2GZaTQbI",Mon Oct 26 02:32:19 +0000 2020,26/10/2020 02:32:19,default
"1,32055358708538E+018",KoreanLabs,porém old que a cada ano vamos fritar ainda mais com ondas de calor e o aquecimento global https://t.co/3q0N0WYzC0,Mon Oct 26 02:31:24 +0000 2020,26/10/2020 02:31:24,default
"1,32055265832385E+018",wannieflower,@kangscafe avisa q quando elas voltarem o chacras do mundo vão se alinhar e até o aquecimento global vai acabar,Mon Oct 26 02:27:43 +0000 2020,26/10/2020 02:27:43,"blackpink, red velvet"
"1,320552507849E+018",GuardiaViejaAr1,"RT @MidiaNINJA: As consequências do aquecimento global já são perseptíveis, mas por essa não se esperava. Nos últimos 75 anos, girassóis alteraram sua pigmentação por causa do aumento da temperatura e das variações na camada de ozônio para se proteger dos raios solares: https://t.co/DVcH0lsUF6 https://t.co/tzqdOxNuq6",Mon Oct 26 02:27:07 +0000 2020,26/10/2020 02:27:07,Cordoba??  #Argentina
